日期,单品名称,批发价格(元/千克)_否,销售单价(元/千克)_否,销量(千克)_否,损耗率(%)_否
2020-12-02,红椒(1),6.5200000000000005,12.0,3.724,11.76
2020-12-02,红灯笼椒(1),8.53,16.0,0.576,8.93
2020-12-02,花茄子,4.74,7.6,0.515,6.98
2020-12-02,茼蒿,2.18,4.0,10.551,6.2700000000000005
2020-12-02,荸荠,4.48,8.0,2.782,11.020000000000001
2020-12-02,菜心,3.03,7.0,4.17,13.7
2020-12-02,菠菜,3.67,5.0,11.991,18.51
2020-12-02,蔡甸藜蒿,9.15,18.0,0.356,0.47
2020-12-02,虫草花(袋),3.6800000000000006,5.9,5.0,11.13
2020-12-02,螺丝椒,10.47,16.0,1.853,10.179999999999998
2020-12-02,西兰花,4.31,7.0,12.224,9.26
2020-12-02,西峡花菇(1),12.99,21.8,0.395,10.8
2020-12-02,西峡香菇(1),11.0,16.0,30.014,13.82
2020-12-02,豌豆尖,6.2,10.0,1.222,8.36
2020-12-02,金针菇(1),5.3,8.0,6.079,3.43
2020-12-02,金针菇(袋)(1),1.9799999999999998,2.5,42.0,8.85
2020-12-02,青尖椒,8.92,14.0,1.016,6.72
2020-12-02,青梗散花,3.02,4.0,12.236,17.06
2020-12-02,青线椒,8.75,14.0,2.77,7.8
2020-12-02,青茄子(1),6.95,9.0,1.303,5.01
2020-12-02,鲜木耳(1),7.33,14.0,0.329,7.63
2020-12-02,黄心菜(1),2.01,6.0,6.088,10.64
2020-12-02,黄白菜(2),2.77,4.0,5.075,15.61
2020-12-03,七彩椒(1),7.989999999999999,16.0,0.938,15.979999999999999
2020-12-03,上海青,3.18,5.0,2.7720000000000002,14.430000000000001
2020-12-03,云南油麦菜,2.56,4.0,3.693,12.81
2020-12-03,云南生菜,3.97,7.0,14.3,15.25
2020-12-03,净藕(1),6.2,8.0,17.983999999999998,5.54
2020-12-03,圆茄子(2),4.57,8.0,0.451,6.71
2020-12-03,大白菜,0.57,1.0,167.255,22.27
2020-12-03,大龙茄子,7.94,12.0,3.966,10.94
2020-12-03,奶白菜,1.8,2.6,3.141,15.680000000000001
2020-12-03,姬菇(包),3.62,5.9,4.0,12.42
2020-12-03,娃娃菜,3.2000000000000006,4.9,6.0,2.48
2020-12-03,小米椒,19.01,33.8,1.548,5.86
2020-12-03,平菇,7.1,10.0,8.119,11.6
2020-12-03,杏鲍菇(1),6.419999999999999,9.0,1.971,5.05
2020-12-03,杏鲍菇(袋),3.16,3.5,4.0,10.03
2020-12-03,枝江红菜苔,7.52,10.0,5.043,11.379999999999999
2020-12-03,泡泡椒(精品),5.07,7.0,32.467,7.080000000000001
2020-12-03,海鲜菇(袋)(1),2.48,3.5,16.0,5.96
2020-12-03,牛首油菜,1.5,2.6,38.684,12.17
2020-12-03,甜白菜,3.06,6.0,6.438,9.429999999999998
2020-12-03,白玉菇(袋),3.9599999999999995,4.9,6.0,6.57
2020-12-03,白菜苔,3.41,6.0,1.305,8.78
2020-12-03,紫茄子(2),4.17,7.0,4.756,6.07
2020-12-03,红杭椒,22.32,35.8,1.19,9.99
2020-12-03,红椒(1),6.92,12.0,3.783,11.76
2020-12-03,花茄子,4.74,7.599999999999999,1.623,6.98
2020-12-03,茼蒿,2.7,4.0,5.427,6.27
2020-12-03,荸荠,4.47,8.0,12.53,11.02
2020-12-03,菜心,4.44,7.0,2.752,13.7
2020-12-03,菠菜,3.63,6.0,2.96,18.51
2020-12-03,蔡甸藜蒿,12.17,18.0,1.413,0.47
2020-12-03,虫草花(袋),3.7,5.9,1.0,11.13
2020-12-03,螺丝椒,10.120000000000001,16.0,4.899,10.18
2020-12-03,西兰花,4.98,7.0,15.288,9.26
2020-12-03,西峡香菇(1),11.56,16.0,26.492,13.82
2020-12-03,豌豆尖,6.93,10.0,1.784,8.36
2020-12-03,金针菇(1),5.3,8.0,8.234,3.43
2020-12-03,金针菇(袋)(1),1.98,2.9,21.0,8.85
2020-12-03,随州泡泡青,2.0,5.4,7.676,12.2
2020-12-03,青尖椒,8.92,14.0,0.973,6.72
2020-12-03,青梗散花,3.16,4.6,12.054,17.06
2020-12-03,青线椒,8.74,14.0,2.997,7.799999999999999
2020-12-03,青茄子(1),7.2,9.0,2.117,5.01
2020-12-03,鲜木耳(1),7.34,14.0,0.579,7.63
2020-12-03,黄心菜(1),2.05,6.0,0.619,10.64
2020-12-03,黄白菜(2),2.58,4.0,2.035,15.61
2020-12-04,七彩椒(1),7.98,16.0,0.257,15.98
2020-12-04,上海青,3.14,5.0,2.349,14.43
2020-12-04,云南油麦菜,2.81,4.0,23.721,12.81
2020-12-04,云南生菜,3.97,7.0,4.643,15.25
2020-12-04,净藕(1),6.2,8.0,23.924,5.54
2020-12-04,圆茄子(2),4.58,8.0,1.165,6.71
2020-12-04,大白菜,0.57,1.0,115.929,22.27
2020-12-04,大龙茄子,7.66,12.0,1.5110000000000001,10.94
2020-12-04,奶白菜,1.8,2.6,4.496,15.680000000000001
2020-12-04,姬菇(包),3.69,5.900000000000001,3.0,12.42
2020-12-04,娃娃菜,3.1300000000000003,4.9,6.0,2.48
2020-12-04,小米椒,19.01,39.8,1.204,5.86
2020-12-04,平菇,6.45,10.0,11.004,11.6
2020-12-04,杏鲍菇(1),6.64,9.0,1.404,5.05
2020-12-04,杏鲍菇(袋),3.24,5.900000000000001,3.0,10.03
2020-12-04,枝江红菜苔,7.89,10.0,5.7330000000000005,11.379999999999999
2020-12-04,泡泡椒(精品),5.38,7.6,31.367,7.079999999999999
2020-12-04,海鲜菇(袋)(1),2.48,3.5,18.0,5.96
2020-12-04,牛首油菜,1.5,2.6,20.347,12.17
2020-12-04,牛首生菜,1.6,3.0,5.972,4.39
2020-12-04,甜白菜,3.06,6.0,7.3420000000000005,9.429999999999998
2020-12-04,白玉菇(袋),3.96,5.9,2.0,6.57
2020-12-04,白菜苔,3.41,6.0,1.488,8.78
2020-12-04,秀珍菇,13.11,18.0,1.403,11.93
2020-12-04,紫茄子(2),5.02,7.0,7.508,6.07
2020-12-04,红杭椒,22.88,39.8,0.243,9.99
2020-12-04,红椒(1),6.679999999999999,12.0,2.532,11.76
2020-12-04,红灯笼椒(1),7.97,16.0,0.419,8.93
2020-12-04,花茄子,4.74,10.0,0.631,6.98
2020-12-04,茼蒿,2.98,4.0,11.861,6.27
2020-12-04,荸荠,4.3,6.0,43.362,11.02
2020-12-04,菜心,4.58,7.0,3.094,13.7
2020-12-04,菠菜,3.4,5.0,20.448999999999998,18.51
2020-12-04,蔡甸藜蒿,14.24,19.8,0.298,0.47
2020-12-04,虫草花(袋),3.69,5.9,13.0,11.129999999999999
2020-12-04,螺丝椒,10.16,16.0,2.824,10.18
2020-12-04,西兰花,5.19,7.0,15.891,9.26
2020-12-04,西峡香菇(1),11.6,16.0,22.294999999999998,13.820000000000002
2020-12-04,豌豆尖,6.29,10.0,4.159,8.36
2020-12-04,金针菇(1),5.3,8.0,8.914,3.43
2020-12-04,金针菇(袋)(1),1.98,2.9,25.0,8.85
2020-12-04,青尖椒,8.92,12.0,0.593,6.72
2020-12-04,青梗散花,3.44,5.0,11.565999999999999,17.06
2020-12-04,青线椒,8.78,14.0,3.49,7.8
2020-12-04,青茄子(1),7.21,9.0,0.702,5.01
2020-12-04,鲜木耳(1),7.32,14.0,1.2810000000000001,7.63
2020-12-04,黄心菜(1),2.06,6.0,0.719,10.64
2020-12-04,黄白菜(2),2.55,4.0,3.19,15.61
2020-12-04,黑皮鸡枞菌,61.46,99.8,0.5740000000000001,11.03
2020-12-05,七彩椒(1),8.01,16.0,2.2960000000000003,15.98
2020-12-05,上海青,2.81,5.0,4.539,14.43
2020-12-05,云南油麦菜,2.81,4.0,8.417,12.81
2020-12-05,云南生菜,3.97,7.0,8.569,15.25
2020-12-05,净藕(1),6.08,8.0,31.055,5.54
2020-12-05,双孢菇,10.89,16.0,2.71,12.78
2020-12-05,圆茄子(2),4.76,8.0,2.018,6.71
2020-12-05,大白菜,0.58,1.0,175.524,22.27
2020-12-05,大龙茄子,7.66,12.0,2.179,10.94
2020-12-05,奶白菜,1.8,2.6,6.783,15.68
2020-12-05,姬菇(包),3.7,5.9,10.0,12.42
2020-12-05,娃娃菜,3.15,4.9,9.0,2.48
2020-12-05,小米椒,19.18,39.8,1.959,5.86
2020-12-05,平菇,6.269999999999999,10.0,16.621,11.6
2020-12-05,杏鲍菇(1),6.68,9.0,2.094,5.05
2020-12-05,杏鲍菇(袋),3.18,5.9,4.0,10.03
2020-12-05,枝江红菜苔,8.89,12.0,9.525,11.38
2020-12-05,泡泡椒(精品),5.89,7.6000000000000005,29.582,7.080000000000001
2020-12-05,海鲜菇(袋)(1),2.45,3.5,13.0,5.96
2020-12-05,灯笼椒(1),6.18,10.0,1.4849999999999999,16.33
2020-12-05,牛首油菜,1.5,2.4,22.428,12.170000000000002
2020-12-05,甜白菜,3.06,6.0,3.613,9.43
2020-12-05,白玉菇(袋),3.9600000000000004,5.9,11.0,6.570000000000001
2020-12-05,白菜苔,3.41,6.0,2.343,8.78
2020-12-05,秀珍菇,13.12,18.0,0.573,11.93
2020-12-05,紫茄子(2),5.21,7.0,11.434,6.07
2020-12-05,红杭椒,28.63,39.8,0.9450000000000001,9.99
2020-12-05,红椒(1),6.9,12.0,3.789,11.76
2020-12-05,红灯笼椒(1),7.98,16.0,0.8260000000000001,8.93
2020-12-05,花茄子,4.74,9.0,1.113,6.98
2020-12-05,茼蒿,2.94,4.0,11.757,6.27
2020-12-05,荸荠,4.28,5.0,8.717,11.02
2020-12-05,菜心,4.58,7.0,3.082,13.699999999999998
2020-12-05,菠菜,3.35,4.0,28.713,18.51
2020-12-05,蔡甸藜蒿,14.24,19.8,1.849,0.47
2020-12-05,虫草花(袋),3.67,5.9,8.0,11.13
2020-12-05,螺丝椒,10.79,16.0,5.162,10.18
2020-12-05,西兰花,5.170000000000001,6.0,55.108,9.26
2020-12-05,西峡香菇(1),11.6,16.0,32.900999999999996,13.82
2020-12-05,豌豆尖,6.26,10.0,1.953,8.36
2020-12-05,金针菇(1),5.3,8.0,17.188,3.43
2020-12-05,金针菇(袋)(1),1.9700000000000002,2.9,34.0,8.85
2020-12-05,随州泡泡青,3.55,6.0,2.225,12.2
2020-12-05,青尖椒,8.77,12.0,1.078,6.72
2020-12-05,青梗散花,3.67,5.4,17.008,17.06
2020-12-05,青线椒,8.76,14.0,3.198,7.8
2020-12-05,青茄子(1),7.28,9.0,1.949,5.01
2020-12-05,鲜木耳(1),7.459999999999999,14.0,1.302,7.63
2020-12-05,黄心菜(1),2.08,6.0,2.543,10.64
2020-12-05,黄白菜(2),2.56,4.0,4.096,15.610000000000001
2020-12-05,黑皮鸡枞菌,61.46999999999999,99.8,1.104,11.03
2020-12-06,七彩椒(1),7.96,16.0,0.783,15.979999999999999
2020-12-06,上海青,2.81,5.0,2.793,14.43
2020-12-06,云南油麦菜,2.81,4.0,8.568,12.81
2020-12-06,云南生菜,3.93,6.0,28.313,15.25
2020-12-06,净藕(1),6.090000000000001,8.0,60.077,5.54
2020-12-06,双孢菇,11.02,16.0,3.473,12.78
2020-12-06,圆茄子(2),5.05,8.0,2.03,6.71
2020-12-06,大白菜,0.58,1.0,228.887,22.27
2020-12-06,大龙茄子,7.66,12.0,0.543,10.94
2020-12-06,奶白菜,1.8,2.6,4.845,15.68
2020-12-06,姬菇(包),3.74,5.900000000000001,6.0,12.42
2020-12-06,娃娃菜,3.17,4.9,10.0,2.48
2020-12-06,小米椒,21.45,49.8,1.917,5.86
2020-12-06,平菇,6.25,10.0,18.433,11.6
2020-12-06,杏鲍菇(1),6.680000000000001,9.0,4.422000000000001,5.049999999999999
2020-12-06,杏鲍菇(袋),3.38,5.9,9.0,10.03
2020-12-06,枝江红菜苔,9.02,12.0,7.8229999999999995,11.38
2020-12-06,泡泡椒(精品),5.97,9.0,39.84,7.080000000000001
2020-12-06,海鲜菇(袋)(1),2.45,3.5,36.0,5.96
2020-12-06,灯笼椒(1),6.09,10.0,1.234,16.33
2020-12-06,牛首油菜,1.5,2.4,24.235,12.17
2020-12-06,甜白菜,3.06,6.0,5.067,9.43
2020-12-06,白玉菇(袋),3.96,5.9,8.0,6.57
2020-12-06,白菜苔,3.41,6.0,2.024,8.78
2020-12-06,秀珍菇,12.4,18.0,1.63,11.93
2020-12-06,紫茄子(2),5.48,7.4,14.136,6.07
2020-12-06,红杭椒,29.18,39.8,1.0070000000000001,9.99
2020-12-06,红椒(1),7.0,14.0,2.698,11.76
2020-12-06,红灯笼椒(1),7.93,16.0,1.327,8.93
2020-12-06,花茄子,4.74,9.0,2.172,6.98
2020-12-06,茼蒿,2.95,3.6,19.578,6.27
2020-12-06,荸荠,4.28,5.0,29.201,11.02
2020-12-06,菜心,4.68,7.0,2.8369999999999997,13.7
2020-12-06,菠菜,3.33,5.0,5.042,18.51
2020-12-06,蔡甸藜蒿,14.24,19.8,1.439,0.47
2020-12-06,虫草花(袋),3.71,5.9,8.0,11.13
2020-12-06,螺丝椒,10.75,16.0,6.922,10.18
2020-12-06,西兰花,5.44,8.0,39.488,9.26
2020-12-06,西峡香菇(1),11.6,16.0,44.006,13.82
2020-12-06,豌豆尖,6.45,10.0,2.336,8.36
2020-12-06,金针菇(1),5.3,8.0,21.367,3.43
2020-12-06,金针菇(袋)(1),1.99,2.9,69.0,8.85
2020-12-06,随州泡泡青,3.55,5.6,4.121,12.2
2020-12-06,青尖椒,8.68,12.0,2.088,6.72
2020-12-06,青梗散花,3.78,6.0,28.48,17.06
2020-12-06,青线椒,8.64,14.0,3.9539999999999997,7.799999999999999
2020-12-06,鲜木耳(1),7.400000000000001,14.0,1.472,7.63
2020-12-06,黄心菜(1),2.09,6.0,2.091,10.64
2020-12-06,黄白菜(2),2.56,5.0,7.13,15.61
2020-12-07,七彩椒(1),8.01,16.0,0.363,15.98
2020-12-07,上海青,2.84,5.0,4.798,14.43
2020-12-07,云南油麦菜,2.93,4.0,22.744,12.81
2020-12-07,云南生菜,4.29,6.0,6.188,15.25
2020-12-07,净藕(1),6.09,8.0,36.655,5.540000000000001
2020-12-07,双孢菇,10.88,16.0,1.764,12.78
2020-12-07,圆茄子(2),5.29,8.0,1.178,6.71
2020-12-07,大白菜,0.58,1.0,106.64,22.27
2020-12-07,奶白菜,1.8,2.6,3.372,15.679999999999998
2020-12-07,姬菇(1),8.14,14.0,0.193,8.99
2020-12-07,姬菇(包),3.76,5.9,1.0,12.42
2020-12-07,娃娃菜,3.17,4.9,8.0,2.48
2020-12-07,小白菜,8.68,14.0,1.158,7.59
2020-12-07,小米椒,27.31,55.8,1.437,5.86
2020-12-07,平菇,6.26,10.0,13.242,11.6
2020-12-07,杏鲍菇(1),6.69,9.0,2.4059999999999997,5.05
2020-12-07,杏鲍菇(袋),3.4,5.9,2.0,10.03
2020-12-07,枝江红菜苔,9.19,14.0,3.448,11.38
2020-12-07,泡泡椒(精品),6.06,10.0,24.607,7.080000000000001
2020-12-07,海鲜菇(袋)(1),2.48,3.5,14.0,5.96
2020-12-07,牛首油菜,1.5,2.4,10.668,12.17
2020-12-07,甜白菜,3.06,6.0,2.676,9.43
2020-12-07,白玉菇(袋),3.98,5.9,4.0,6.57
2020-12-07,白菜苔,3.41,6.0,1.004,8.78
2020-12-07,秀珍菇,12.27,16.0,0.494,11.93
2020-12-07,紫茄子(2),5.57,8.0,8.333,6.07
2020-12-07,红杭椒,29.52,45.79999999999999,0.855,9.99
2020-12-07,红椒(1),7.610000000000001,16.0,5.446,11.76
2020-12-07,红灯笼椒(1),7.89,16.0,0.745,8.93
2020-12-07,花茄子,4.74,9.0,0.234,6.98
2020-12-07,茼蒿,2.97,3.6,4.582,6.27
2020-12-07,荠菜,4.0,7.0,1.2610000000000001,11.56
2020-12-07,荸荠,4.28,5.0,14.759,11.02
2020-12-07,菜心,5.12,7.0,1.3900000000000001,13.7
2020-12-07,菠菜,3.35,5.0,4.7,18.51
2020-12-07,蔡甸藜蒿,14.690000000000001,19.8,1.4649999999999999,0.4699999999999999
2020-12-07,虫草花(袋),3.73,5.900000000000001,6.0,11.13
2020-12-07,螺丝椒,10.51,16.0,2.831,10.18
2020-12-07,西兰花,5.64,8.0,11.439,9.26
2020-12-07,西峡香菇(1),11.609999999999998,16.0,12.135,13.82
2020-12-07,金针菇(1),5.3,8.0,9.439,3.43
2020-12-07,金针菇(袋)(1),2.14,2.9,16.0,8.85
2020-12-07,银耳(朵),3.14,5.9,1.0,9.14
2020-12-07,随州泡泡青,3.49,4.0,3.92,12.2
2020-12-07,青尖椒,8.66,12.0,1.136,6.72
2020-12-07,青梗散花,4.1,6.0,17.578,17.06
2020-12-07,青线椒,8.76,14.0,2.146,7.8
2020-12-07,青茄子(1),7.29,10.0,0.792,5.01
2020-12-07,鲜木耳(1),7.39,14.0,0.501,7.63
2020-12-07,黄心菜(1),2.09,6.0,5.405,10.64
2020-12-07,黄白菜(2),2.55,5.0,4.299,15.61
2020-12-08,七彩椒(1),7.83,16.0,0.707,15.98
2020-12-08,上海青,3.13,5.0,4.959,14.430000000000001
2020-12-08,云南油麦菜,2.94,4.0,7.613,12.81
2020-12-08,云南生菜,4.23,6.0,13.395,15.25
2020-12-08,净藕(1),6.09,8.0,31.645,5.54
2020-12-08,双孢菇,10.96,16.0,3.379,12.78
2020-12-08,圆茄子(2),5.4,8.0,0.439,6.71
2020-12-08,大白菜,0.56,1.0,88.986,22.27
2020-12-08,奶白菜,1.8,2.6,3.14,15.68
2020-12-08,姬菇(1),8.14,14.0,0.344,8.99
2020-12-08,姬菇(包),3.7900000000000005,5.5,3.0,12.42
2020-12-08,娃娃菜,3.17,4.9,10.0,2.48
2020-12-08,小白菜,8.67,14.0,1.116,7.59
2020-12-08,小米椒,26.56,55.79999999999999,1.641,5.86
2020-12-08,平菇,6.27,10.0,10.586,11.6
2020-12-08,杏鲍菇(1),6.74,9.0,2.863,5.05
2020-12-08,杏鲍菇(袋),3.45,5.9,1.0,10.03
2020-12-08,枝江红菜苔,9.91,14.0,3.169,11.38
2020-12-08,泡泡椒(精品),6.77,10.0,26.381,7.079999999999999
2020-12-08,海鲜菇(1),8.81,14.0,1.001,9.89
2020-12-08,海鲜菇(袋)(1),2.48,3.5,9.0,5.96
2020-12-08,灯笼椒(1),5.97,10.0,1.324,16.33
2020-12-08,牛首油菜,1.5900000000000003,2.4,30.368000000000002,12.17
2020-12-08,甜白菜,3.0499999999999994,6.0,2.943,9.43
2020-12-08,白玉菇(袋),4.04,5.900000000000001,3.0,6.57
2020-12-08,白菜苔,3.41,7.0,1.089,8.78
2020-12-08,紫茄子(2),5.5,8.0,7.37,6.07
2020-12-08,红杭椒,30.23,49.8,0.6459999999999999,9.99
2020-12-08,红椒(1),8.85,14.0,2.102,11.76
2020-12-08,红灯笼椒(1),7.88,16.0,0.476,8.93
2020-12-08,花茄子,4.74,9.0,1.08,6.98
2020-12-08,茼蒿,2.98,3.6,3.045,6.2700000000000005
2020-12-08,荸荠,4.28,5.0,33.457,11.02
2020-12-08,菜心,5.12,7.0,2.193,13.699999999999998
2020-12-08,菠菜,3.44,5.0,4.018,18.51
2020-12-08,虫草花(袋),3.75,5.9,4.0,11.13
2020-12-08,螺丝椒,10.14,16.0,1.176,10.18
2020-12-08,蟹味菇(2),2.5,4.9,5.0,16.04
2020-12-08,西兰花,5.64,8.0,16.642,9.26
2020-12-08,西峡香菇(1),11.64,16.0,20.565,13.82
2020-12-08,野生粉藕,9.76,14.0,4.729,12.69
2020-12-08,金针菇(1),5.39,8.0,7.094,3.43
2020-12-08,金针菇(袋)(1),2.14,2.9,15.0,8.85
2020-12-08,金针菇(袋)(3),2.46,3.5,3.0,11.13
2020-12-08,随州泡泡青,3.47,5.6,2.438,12.2
2020-12-08,青尖椒,9.29,12.0,0.769,6.72
2020-12-08,青梗散花,4.27,6.0,13.044,17.06
2020-12-08,青线椒,8.78,14.0,2.669,7.8
2020-12-08,青茄子(1),7.610000000000001,10.0,2.015,5.01
2020-12-08,黄心菜(1),2.09,3.0,1.913,10.64
2020-12-08,黄白菜(2),2.75,5.0,3.5949999999999998,15.61
2020-12-08,黑皮鸡枞菌,61.48,99.8,0.196,11.03
2020-12-09,七彩椒(1),7.28,16.0,0.232,15.98
2020-12-09,云南油麦菜,2.82,4.0,18.168,12.81
2020-12-09,云南生菜,4.23,6.0,6.439,15.25
2020-12-09,净藕(1),6.09,8.0,17.005,5.54
2020-12-09,双孢菇,10.94,15.25,3.426,12.78
2020-12-09,圆茄子(2),5.35,8.0,1.604,6.71
2020-12-09,大白菜,0.58,1.0,93.782,22.27
2020-12-09,奶白菜,1.8000000000000003,2.6000000000000005,5.815,15.68
2020-12-09,姬菇(1),8.1,14.0,0.308,8.99
2020-12-09,姬菇(包),3.8,5.5,2.0,12.42
2020-12-09,娃娃菜,3.17,4.9,3.0,2.48
2020-12-09,小白菜,8.68,14.0,1.309,7.59
2020-12-09,小米椒,27.389999999999997,55.8,1.424,5.86
2020-12-09,平菇,6.27,10.0,10.264,11.6
2020-12-09,杏鲍菇(1),6.779999999999999,9.0,1.2369999999999999,5.05
2020-12-09,杏鲍菇(袋),3.46,5.9,1.0,10.03
2020-12-09,枝江红菜苔,10.7,14.0,6.595,11.38
2020-12-09,泡泡椒(精品),7.16,10.0,23.706,7.08
2020-12-09,海鲜菇(1),8.8,14.0,0.271,9.89
2020-12-09,海鲜菇(袋)(1),2.48,3.5,3.0,5.96
2020-12-09,灯笼椒(1),6.09,10.0,0.271,16.33
2020-12-09,牛首油菜,1.6,2.4,12.642,12.17
2020-12-09,甜白菜,3.05,6.0,1.254,9.43
2020-12-09,白玉菇(袋),4.04,5.9,1.0,6.57
2020-12-09,紫茄子(2),5.5,8.0,7.194,6.070000000000001
2020-12-09,红杭椒,30.22,49.8,0.179,9.99
2020-12-09,红椒(1),8.92,14.0,2.947,11.76
2020-12-09,红灯笼椒(1),8.17,16.0,0.688,8.93
2020-12-09,茼蒿,2.98,4.0,9.0,6.27
2020-12-09,荠菜,0.0,0.0,0.0,0.0
2020-12-09,荸荠,4.28,8.0,2.0549999999999997,11.02
2020-12-09,菠菜,3.53,6.0,12.843,18.51
2020-12-09,虫草花(袋),3.75,5.900000000000001,6.0,11.13
2020-12-09,螺丝椒,10.24,16.0,2.534,10.18
2020-12-09,蟹味菇(2),2.5,4.9,3.0,16.04
2020-12-09,西兰花,5.65,8.0,10.841,9.26
2020-12-09,西峡香菇(1),11.64,16.0,23.836,13.82
2020-12-09,野生粉藕,9.75,14.0,1.452,12.69
2020-12-09,金针菇(1),5.5,8.0,5.465,3.43
2020-12-09,金针菇(袋)(1),2.15,2.9,17.0,8.85
2020-12-09,银耳(朵),3.13,5.9,1.0,9.14
2020-12-09,随州泡泡青,3.47,5.6,1.381,12.2
2020-12-09,青尖椒,9.26,12.0,1.9449999999999998,6.72
2020-12-09,青梗散花,4.42,6.0,9.984,17.06
2020-12-09,青线椒,8.86,14.0,2.133,7.8
2020-12-09,青茄子(1),7.91,10.0,1.092,5.01
2020-12-09,鲜木耳(1),6.27,14.0,0.665,7.63
2020-12-09,黄心菜(1),2.08,3.0,1.713,10.64
2020-12-09,黄白菜(2),2.81,5.0,5.5649999999999995,15.61
2020-12-09,黑皮鸡枞菌,61.5,99.8,0.692,11.03
2020-12-10,上海青,3.12,5.0,2.007,14.43
2020-12-10,东门口小白菜,2.34,3.6000000000000005,3.688,27.84
2020-12-10,云南油麦菜,2.81,4.0,25.328,12.81
2020-12-10,云南生菜,4.23,6.0,6.857,15.25
2020-12-10,净藕(1),6.11,8.0,29.238,5.54
2020-12-10,双孢菇,10.770000000000001,16.0,1.709,12.78
2020-12-10,圆茄子(2),5.32,8.0,1.354,6.71
2020-12-10,大白菜,0.57,1.0,85.616,22.27
2020-12-10,奶白菜,1.8,2.6,6.667,15.68
2020-12-10,姬菇(1),8.06,14.0,0.372,8.99
2020-12-10,姬菇(包),3.84,5.900000000000001,3.0,12.42
2020-12-10,娃娃菜,3.19,4.9,10.0,2.48
2020-12-10,小米椒,33.58,55.79999999999999,1.812,5.86
2020-12-10,平菇,6.28,10.0,12.469,11.6
2020-12-10,杏鲍菇(1),6.96,10.0,4.08,5.049999999999999
2020-12-10,杏鲍菇(袋),3.45,5.9,1.0,10.03
2020-12-10,枝江红菜苔,8.56,10.0,3.69,11.38
2020-12-10,泡泡椒(精品),7.47,10.0,31.6,7.08
2020-12-10,海鲜菇(1),8.73,14.0,0.673,9.89
2020-12-10,海鲜菇(袋)(1),2.51,3.5,9.0,5.96
2020-12-10,灯笼椒(1),6.080000000000001,10.0,0.883,16.33
2020-12-10,牛首油菜,1.6000000000000003,2.6,10.198,12.17
2020-12-10,甜白菜,3.06,6.0,2.258,9.43
2020-12-10,白玉菇(袋),4.04,5.9,5.0,6.57
2020-12-10,秀珍菇,11.82,16.0,0.532,11.93
2020-12-10,紫茄子(2),5.58,8.0,9.161999999999999,6.07
2020-12-10,红杭椒,30.65,49.8,0.376,9.99
2020-12-10,红椒(1),9.82,14.0,2.711,11.759999999999998
2020-12-10,红灯笼椒(1),8.25,16.0,1.339,8.93
2020-12-10,花茄子,4.74,12.0,0.334,6.98
2020-12-10,茼蒿,2.93,4.0,5.729,6.27
2020-12-10,荸荠,4.28,5.0,4.639,11.02
2020-12-10,菜心,5.13,7.0,1.262,13.7
2020-12-10,菠菜,3.92,5.0,15.828,18.51
2020-12-10,虫草花(袋),3.74,5.900000000000001,6.0,11.13
2020-12-10,螺丝椒,10.5,16.0,3.9379999999999997,10.18
2020-12-10,蟹味菇(2),2.48,4.9,1.0,16.04
2020-12-10,蟹味菇(袋),2.1,4.9,1.0,11.13
2020-12-10,西兰花,5.72,8.0,7.51,9.26
2020-12-10,西峡香菇(1),12.0,16.0,22.108,13.82
2020-12-10,野生粉藕,9.76,14.0,0.744,12.69
2020-12-10,金针菇(1),5.61,8.0,7.056,3.43
2020-12-10,金针菇(袋)(1),2.17,3.5,12.0,8.85
2020-12-10,金针菇(袋)(3),2.46,3.5,1.0,11.13
2020-12-10,随州泡泡青,3.46,5.6,0.771,12.2
2020-12-10,青尖椒,9.16,12.0,0.426,6.72
2020-12-10,青梗散花,4.42,6.0,12.895,17.06
2020-12-10,青线椒,8.99,14.0,2.662,7.8
2020-12-10,青茄子(1),7.91,10.0,0.561,5.01
2020-12-10,鲜木耳(1),6.19,14.0,0.501,7.63
2020-12-10,黄心菜(1),2.12,3.0,6.311,10.64
2020-12-10,黄白菜(2),2.81,5.0,2.329,15.61
2020-12-11,七彩椒(1),7.34,16.0,2.353,15.979999999999999
2020-12-11,上海青,3.13,5.0,5.503,14.43
2020-12-11,东门口小白菜,2.34,3.6,2.794,27.84
2020-12-11,云南油麦菜,2.81,4.0,17.995,12.81
2020-12-11,云南生菜,4.06,6.0,17.86,15.25
2020-12-11,净藕(1),6.21,6.0,43.653,5.54
2020-12-11,双孢菇,10.74,16.0,2.504,12.78
2020-12-11,圆茄子(2),5.4,8.0,0.426,6.71
2020-12-11,大白菜,0.58,1.0,118.274,22.27
2020-12-11,奶白菜,1.7999999999999998,2.6,4.42,15.68
2020-12-11,姬菇(1),9.0,14.0,0.308,8.99
2020-12-11,姬菇(包),3.84,5.9,2.0,12.42
2020-12-11,娃娃菜,2.98,3.5,11.0,2.48
2020-12-11,小白菜,8.68,14.0,0.272,7.59
2020-12-11,小米椒,33.71,55.8,1.198,5.86
2020-12-11,平菇,6.15,8.0,12.433,11.6
2020-12-11,杏鲍菇(1),7.1,10.0,3.058,5.05
2020-12-11,杏鲍菇(袋),3.4799999999999995,5.9,5.0,10.03
2020-12-11,枝江红菜苔,6.989999999999999,10.0,2.515,11.38
2020-12-11,泡泡椒(精品),7.8500000000000005,10.0,28.849,7.08
