,分类名称,批发价格(元/千克)_否,批发价格(元/千克)_是,销售单价(元/千克)_否,销售单价(元/千克)_是,销量(千克)_否,销量(千克)_是,销量_zscore,销售单价_zscore,日期
4048,水生根茎类,9.61,0.0,13.85,0.0,5.181,0.0,-0.9289998469014707,0.8604104405112285,2022-05-10
4060,水生根茎类,9.362,0.0,13.44,0.0,5.134,0.0,-0.930512905493839,0.7538554018826371,2022-05-12
4072,水生根茎类,8.368421052631579,0.0,13.34736842105263,0.0,11.341,0.0,-0.7306925930932082,0.7297813495095533,2022-05-14
4078,水生根茎类,8.574545454545456,0.0,12.036363636363635,0.0,6.072,0.0,-0.90031611911849,0.38906387274173854,2022-05-15
4084,水生根茎类,11.354166666666666,0.0,15.716666666666669,0.0,4.6370000000000005,0.0,-0.9465126952897329,1.3455390716657918,2022-05-16
4090,水生根茎类,14.125,0.0,18.83333333333333,0.0,1.853,0.0,-1.036137272335545,2.155530625468497,2022-05-17
4096,水生根茎类,5.8,0.0,9.0,0.0,0.926,0.0,-1.0659799386148079,-0.40005769936357244,2022-05-18
4102,水生根茎类,12.533333333333331,0.0,16.533333333333335,0.0,3.425,0.0,-0.9855302913312287,1.5577828477959128,2022-05-19
4108,水生根茎类,10.488888888888887,0.0,16.866666666666667,0.0,3.575,0.0,-0.9807013809300535,1.6444129605020845,2022-05-20
4114,水生根茎类,8.114285714285714,0.0,12.514285714285714,0.0,4.691,0.0,-0.9447742875453099,0.5132712031672112,2022-05-21
4120,水生根茎类,12.9125,0.0,20.15,0.0,4.885,0.0,-0.93852889675979,2.497719570657877,2022-05-22
4126,水生根茎类,8.628571428571428,0.0,13.37142857142857,0.0,4.437,0.0,-0.9529512424912998,0.7360343501259387,2022-05-23
4132,水生根茎类,12.354444444444445,0.0,18.95555555555556,0.0,3.361,0.0,-0.9875906264357301,2.187295000127429,2022-05-24
4138,水生根茎类,10.602857142857143,0.0,17.571428571428573,0.0,4.619,0.0,-0.9470921645378739,1.8275737702237054,2022-05-25
4150,水生根茎类,9.216875,0.0,13.8125,0.0,8.858,0.0,-0.8106271566006621,0.8506645528317843,2022-05-27
4156,水生根茎类,11.953157894736842,0.0,16.810526315789474,0.0,8.906,0.0,-0.8090819052722861,1.6298226257305186,2022-05-28
4162,水生根茎类,13.149230769230767,0.0,17.415384615384617,0.0,7.439999999999999,0.0,-0.856276456259772,1.7870194537260908,2022-05-29
4168,水生根茎类,12.722105263157896,0.0,18.42105263157895,0.0,6.684,0.0,-0.880614164681695,2.0483828544898124,2022-05-30
4192,水生根茎类,13.118709677419355,0.0,19.61935483870968,0.0,14.235,0.0,-0.6375268150865342,2.359810020269182,2022-06-03
4204,水生根茎类,13.9728,0.0,20.28,0.0,10.109,0.0,-0.7703540438548607,2.531505314613285,2022-06-05
4210,水生根茎类,12.571428571428571,0.0,18.74285714285714,0.0,5.253,0.0,-0.9266819699089067,2.1320167377339656,2022-06-06
4216,水生根茎类,11.254615384615384,0.0,16.553846153846152,0.0,6.311999999999999,0.0,-0.8925898624766097,1.5631139316547533,2022-06-07
4228,水生根茎类,12.327142857142858,0.0,21.38571428571429,0.0,5.2410000000000005,0.0,-0.9270682827410007,2.8188697741900444,2022-06-09
4246,水生根茎类,12.444285714285714,0.0,20.571428571428573,0.0,10.588,0.0,-0.7549337233071078,2.6072447845792524,2022-06-12
4252,水生根茎类,12.313333333333333,0.0,21.5,0.0,3.944,0.0,-0.9688222613431625,2.8485715271178735,2022-06-13
4264,水生根茎类,11.49625,0.0,20.075,0.0,5.184,0.0,-0.9289032686934472,2.4782277952989884,2022-06-15
4270,水生根茎类,13.117058823529412,0.0,19.952941176470592,0.0,5.347,0.0,-0.9236558527241702,2.4465058863815825,2022-06-16
4276,水生根茎类,12.25,0.0,19.43,0.0,6.549,0.0,-0.8849601840427528,2.310598527212546,2022-06-17
4282,水生根茎类,12.887826086956522,0.0,20.98260869565217,0.0,18.484,0.0,-0.500739879789244,2.7141065260913364,2022-06-18
4300,水生根茎类,12.826,0.0,19.53,0.0,6.063,0.0,-0.9006058537425605,2.3365875610243982,2022-06-21
4312,水生根茎类,13.657222222222222,0.0,21.35555555555556,0.0,5.402,0.0,-0.9218852522437393,2.8110318116118673,2022-06-23
4318,水生根茎类,11.497111111111112,0.0,16.91111111111111,0.0,25.878,0.0,-0.26270678974731326,1.6559636421962407,2022-06-24
4324,水生根茎类,10.78660714285714,0.0,16.119642857142857,0.0,40.332,0.0,0.20260701650993138,1.4502686900623598,2022-06-25
4330,水生根茎类,12.439428571428572,0.0,18.58857142857143,0.0,31.364,0.0,-0.08609744000833139,2.0919193712813957,2022-06-26
4336,水生根茎类,11.611666666666666,0.0,18.466666666666665,0.0,12.659,0.0,-0.688262567034882,2.060237501491709,2022-06-27
4342,水生根茎类,13.11441176470588,0.0,20.358823529411765,0.0,19.501,0.0,-0.46799986726927595,2.551990788323803,2022-06-28
4348,水生根茎类,14.2155,0.0,21.94,0.0,16.118,0.0,-0.5769078931837813,2.962923275890021,2022-06-29
4354,水生根茎类,12.687333333333331,0.0,18.76,0.0,10.625,0.0,-0.753742592074818,2.136472000673141,2022-06-30
4360,水生根茎类,12.906829268292684,0.0,19.678048780487806,0.0,15.086,0.0,-0.6101307967438668,2.375064008643408,2022-07-01
4366,水生根茎类,12.6492,0.0,19.616,0.0,28.667,0.0,-0.1729212490214619,2.35893813010259,2022-07-02
4372,水生根茎类,9.515217391304349,0.0,14.796739130434782,0.0,63.873000000000005,0.0,0.9604562148703712,1.1064587932299537,2022-07-03
4378,水生根茎类,9.686136363636365,0.0,14.945454545454544,0.0,20.219,0.0,-0.44488548281565055,1.145108492722875,2022-07-04
4384,水生根茎类,10.783529411764706,0.0,16.71470588235294,0.0,34.508,0.0,0.015116522000301382,1.6049198208860354,2022-07-05
4390,水生根茎类,9.71813559322034,0.0,14.957627118644067,0.0,39.018,0.0,0.1603057613956364,1.1482720268848727,2022-07-06
4396,水生根茎类,9.407878787878786,0.0,14.615151515151515,0.0,43.066,0.0,0.29062195675535185,1.0592659264958506,2022-07-07
4402,水生根茎类,8.122708333333334,0.0,12.608333333333334,0.0,32.713,0.0,-0.04266943913376219,0.5377132706807386,2022-07-08
4408,水生根茎类,10.62443181818182,5.0,17.30909090909091,11.2,44.378,0.213,0.3328588263976311,1.7593947464575488,2022-07-09
4414,水生根茎类,12.109411764705882,0.0,19.037254901960782,0.0,35.703,0.0,0.05358684152966402,2.2085278708887444,2022-07-10
4420,水生根茎类,10.76,7.33,16.908333333333335,10.0,16.008,27.095,-0.5804490941446431,1.6552417245903561,2022-07-11
4426,水生根茎类,14.193809523809524,6.8,21.88571428571429,10.0,6.575,23.205,-0.8841231729065491,2.9488149432493023,2022-07-12
4438,水生根茎类,9.345,6.839999999999999,13.714285714285714,10.0,6.406,5.97,-0.8895637452918732,0.82513960890943,2022-07-14
4444,水生根茎类,13.27,6.545882352941177,20.61923076923077,9.841176470588234,11.528,31.713,-0.7246725514597432,2.6196681139288738,2022-07-15
4450,水生根茎类,12.25875,6.91,18.92142857142857,10.0,68.84,38.432,1.1203575346212868,2.178425726683701,2022-07-16
4462,水生根茎类,9.293058823529412,0.0,13.308235294117647,0.0,57.442,0.0,0.7534247296039853,0.7196110279187858,2022-07-18
4468,水生根茎类,7.440705882352941,0.0,11.331764705882351,0.0,90.19,0.0,1.8076724483885602,0.20594541846101316,2022-07-19
4474,水生根茎类,7.943191489361702,0.0,12.102127659574467,0.0,89.355,0.0,1.7807915138220183,0.4061553069700356,2022-07-20
4480,水生根茎类,8.912340425531914,0.0,13.404255319148936,0.0,75.92,0.0,1.3482821055567573,0.7445657046903157,2022-07-21
4486,水生根茎类,9.300128205128203,0.0,14.11794871794872,0.0,44.43,0.0,0.33453284867003846,0.9300477234173441,2022-07-22
4492,水生根茎类,9.638440366972477,8.5,14.836697247706422,6.5,63.395,4.0,0.9450680870586261,1.1168435218382593,2022-07-23
4498,水生根茎类,8.36171875,0.0,13.096875,0.0,112.091,0.0,2.5127255596961504,0.6646805296157217,2022-07-24
4504,水生根茎类,7.206235294117648,0.0,11.731764705882354,0.0,90.633,0.0,1.821933830440031,0.30990155370842,2022-07-25
4510,水生根茎类,9.108823529411763,0.0,15.251764705882357,0.0,68.863,0.0,1.121097967549467,1.2247155438855961,2022-07-26
4516,水生根茎类,6.865277777777778,0.0,10.433333333333334,0.0,71.087,0.0,1.1926946124308917,-0.02754821472703322,2022-07-27
4522,水生根茎类,7.776621621621622,8.5,12.40810810810811,7.1,68.756,2.0,1.1176533447966286,0.48567666919709895,2022-07-28
4528,水生根茎类,8.611617647058823,8.5,13.18235294117647,7.1,62.925,4.0,0.9299375011349436,0.6868954206497488,2022-07-29
4534,水生根茎类,8.246571428571428,8.5,12.712380952380952,7.1,69.293,2.0,1.1349408440328361,0.5647542415754505,2022-07-30
4546,水生根茎类,7.833950617283952,5.99,11.57037037037037,8.1,90.918,0.895,1.8311087602022642,0.2679567252817973,2022-08-01
4552,水生根茎类,8.301803278688524,0.0,12.577049180327869,0.0,28.385,0.0,-0.18199960057567133,0.5295828215783968,2022-08-02
4558,水生根茎类,5.927948717948718,0.0,7.846153846153846,0.0,95.589,0.0,1.9814810300948607,-0.6999311664233984,2022-08-03
4564,水生根茎类,7.825588235294117,0.0,11.117647058823527,0.0,64.171,0.0,0.9700496502007061,0.15029831076975433,2022-08-04
4570,水生根茎类,8.690933333333334,0.0,12.757333333333332,0.0,43.931,0.0,0.3184686734021288,0.5764369310603967,2022-08-05
4576,水生根茎类,8.961532258064516,15.97,12.66451612903226,12.15,105.798,0.925,2.3101366719988468,0.5523146364513757,2022-08-06
4582,水生根茎类,8.028055555555556,15.85,11.325925925925926,12.6,89.384,0.362,1.7817251031662455,0.20442797596393814,2022-08-07
4588,水生根茎类,8.478875,15.88,11.99,11.16,85.106,1.425,1.644004578524728,0.3770144116107895,2022-08-08
4594,水生根茎类,8.162191780821919,16.15,11.523287671232875,10.8,52.727,1.554,0.6016359793270439,0.25572038668342156,2022-08-09
4600,水生根茎类,7.164827586206897,16.34,10.445977011494252,10.8,89.154,0.819,1.7743207738844433,-0.02426224493473048,2022-08-10
4606,水生根茎类,8.13358208955224,16.26,12.0,10.8,69.603,0.774,1.1449205921952645,0.37961331499197465,2022-08-11
4612,水生根茎类,7.54047619047619,16.35,10.914285714285716,10.8,77.693,2.245,1.4053598264986484,0.09744666217758671,2022-08-12
4624,水生根茎类,8.016040268456376,16.0,12.230872483221477,10.8,96.504,0.54,2.0109373835420294,0.4396148427186656,2022-08-14
4630,水生根茎类,8.291612903225806,16.17,12.206451612903226,10.800000000000002,100.713,2.212,2.1464366093990064,0.43326809447450704,2022-08-15
4636,水生根茎类,8.041612903225806,16.17,13.178494623655917,10.8,68.594,1.287,1.1124381215633592,0.6858926812047638,2022-08-16
4642,水生根茎类,7.223211009174312,15.67,10.2,10.8,102.184,1.911,2.1937921240665315,-0.08818929362135379,2022-08-17
4648,水生根茎类,7.480098039215687,14.448571428571428,10.945098039215686,11.985714285714286,78.82,2.6830000000000003,1.4416410399794781,0.10545448772185421,2022-08-18
4660,水生根茎类,7.871846153846154,15.36,11.166153846153849,12.6,94.255,1.443,1.9385359202604089,0.16290475613007452,2022-08-20
4666,水生根茎类,8.556030534351144,15.19,12.14351145038168,12.6,87.765,0.206,1.7296050635695608,0.4169105543555482,2022-08-21
4672,水生根茎类,9.374590163934426,15.3,12.367213114754096,10.8,64.148,2.3400000000000003,0.9693092172725255,0.47504845554696984,2022-08-22
4678,水生根茎类,7.963956043956045,15.44,10.989010989010987,12.6,84.924,1.281,1.6381455005713024,0.11686703909193634,2022-08-23
4684,水生根茎类,7.153333333333332,14.4,9.616666666666667,12.6,54.235,2.997,0.650182625226859,-0.2397919908571543,2022-08-24
4690,水生根茎类,7.338472222222222,14.24,9.944444444444445,12.6,49.421,1.798,0.4952067940851421,-0.154605713362752,2022-08-25
4696,水生根茎类,8.081212121212122,14.18,10.812121212121212,12.6,46.976,1.744,0.4164955545459859,0.07089509516634396,2022-08-26
4702,水生根茎类,6.951811023622048,14.12,9.593700787401575,12.6,103.361,1.097,2.231682974347753,-0.24576060098454808,2022-08-27
4708,水生根茎类,6.611515151515151,14.06,9.142424242424244,10.8,102.31,0.529,2.1978484088035186,-0.36304301484366214,2022-08-28
4714,水生根茎类,5.356984126984127,8.5,7.523809523809524,7.6,58.775,1.0,0.7963376467024291,-0.783705341348048,2022-08-29
4720,水生根茎类,6.383333333333334,0.0,8.803921568627452,0.0,93.293,0.0,1.907566508220872,-0.4510165891907322,2022-08-30
4726,水生根茎类,5.362790697674419,0.0,7.618604651162792,0.0,28.994,0.0,-0.16239422434689996,-0.7590690036482195,2022-08-31
4732,水生根茎类,8.78421052631579,13.620000000000005,13.63157894736842,15.090909090909092,51.993,4.777,0.5780065110972934,0.8036449192906051,2022-09-01
4738,水生根茎类,6.855949367088607,15.032307692307691,10.154430379746836,14.584615384615384,48.667,4.519,0.4709334711352347,-0.1000323976368807,2022-09-02
4744,水生根茎类,6.410756302521008,16.23,9.206722689075631,15.4,86.384,2.205,1.685146895142741,-0.3463324698029378,2022-09-03
4750,水生根茎类,7.212919254658385,17.16,10.544099378881988,15.400000000000002,121.857,2.693,2.827119819548666,0.0012388103026575183,2022-09-04
4756,水生根茎类,9.1608,18.31,13.032,15.4,59.199,0.993,0.809987366769751,0.6478201439302829,2022-09-05
4762,水生根茎类,10.01044776119403,17.848387096774193,14.346268656716418,15.112903225806452,47.777,6.807,0.4422819360882617,0.9893858695028802,2022-09-06
4768,水生根茎类,7.443709677419354,16.45521739130435,10.62258064516129,13.85217391304348,49.305,8.979,0.49147243670823326,0.021635333131954742,2022-09-07
4774,水生根茎类,7.0975,16.80818181818182,10.580000000000002,16.259090909090908,39.867,6.791,0.18763739426628806,0.010569034863682832,2022-09-08
4780,水生根茎类,8.360438596491228,12.7284,12.440350877192984,11.472,95.287,16.389,1.9717588238204946,0.4940562533564441,2022-09-09
4792,水生根茎类,8.073722627737228,18.0,12.537226277372264,17.8,95.482,1.881,1.9780364073420222,0.5192332338644039,2022-09-11
4798,水生根茎类,11.12923076923077,16.464666666666666,16.76923076923077,16.16,33.861,4.522,-0.005712178196767933,1.6190903121725881,2022-09-12
4803,水生根茎类,9.983846153846152,12.7625,18.03076923076923,13.5625,17.11,8.517,-0.5449726990640091,1.9469519694913306,2022-09-13
4808,水生根茎类,9.45875,13.113333333333332,17.25,14.033333333333337,23.651,4.284,-0.33440001283676146,1.744037590114182,2022-09-14
4813,水生根茎类,8.925652173913043,14.143478260869566,15.6,16.32608695652174,21.823,7.723,-0.3932483342590835,1.315218532218631,2022-09-15
4818,水生根茎类,8.697272727272727,11.057692307692308,15.072727272727274,12.353846153846153,13.137,13.84,-0.6728744392231368,1.1781854448470503,2022-09-16
4823,水生根茎类,8.532222222222222,10.828571428571427,14.568888888888887,12.671428571428573,42.769,7.255,0.2810607141610248,1.0472427169142056,2022-09-17
4828,水生根茎类,7.544166666666666,10.426666666666668,13.2,13.366666666666667,54.627,4.041,0.6628021777419303,0.6914817207341932,2022-09-18
4833,水生根茎类,7.114444444444445,4.45,9.866666666666667,4.5,7.422,1.852,-0.8568559255079129,-0.17481940632752538,2022-09-19
4838,水生根茎类,6.186190476190476,0.0,8.666666666666666,0.0,14.946,0.0,-0.6146377797849637,-0.4866878120697445,2022-09-20
4843,水生根茎类,10.011818181818182,12.586,19.05454545454546,16.293333333333333,13.259,5.17,-0.668946925430181,2.2130215184462316,2022-09-21
4848,水生根茎类,6.882173913043478,12.248571428571427,11.182608695652174,16.185714285714287,17.694,2.488,-0.5261721412354335,0.1671812125298836,2022-09-22
4853,水生根茎类,6.38,7.5,9.766666666666667,6.5,25.662,5.0,-0.2696604207250056,-0.20080844013937685,2022-09-23
4858,水生根茎类,6.823846153846154,5.742,10.061538461538465,5.3,45.677,3.614,0.37467719047180853,-0.12417410966853183,2022-09-24
4863,水生根茎类,9.559444444444445,10.3975,21.311111111111117,14.475,13.012,1.026,-0.6768985312241163,2.799481129917711,2022-09-25
4868,水生根茎类,6.6892452830188684,11.96,11.750943396226416,17.8,32.568,2.295,-0.04733738585489834,0.3148859100266088,2022-09-26
4873,水生根茎类,5.319400000000001,11.94,7.664,17.8,35.242,0.423,0.03874599023005198,-0.7472711910899095,2022-09-27
4878,水生根茎类,5.051428571428572,4.53,6.955844155844156,4.5,61.331,1.31,0.8786222799384551,-0.9313140528681746,2022-09-28
4883,水生根茎类,6.554444444444444,11.134,11.31851851851852,16.026666666666667,40.177,3.486,0.19761714242871695,0.20250286234824574,2022-09-29
4888,水生根茎类,5.922247191011237,7.971666666666667,9.173033707865168,9.708333333333334,59.066,11.169,0.8057057328807091,-0.3550879105205936,2022-09-30
4893,水生根茎类,5.034745762711864,7.5,6.96271186440678,9.333333333333334,90.731,12.0,1.8250887185687987,-0.9295292017677349,2022-10-01
4898,水生根茎类,5.9871428571428575,9.351428571428572,10.214285714285714,13.285714285714286,76.871,4.74,1.3788973975002081,-0.08447657450537502,2022-10-02
4903,水生根茎类,5.191752577319588,7.5,7.369072164948453,8.9,76.09,17.0,1.3537548706780893,-0.8239200858620177,2022-10-03
4908,水生根茎类,5.552239999999999,7.549473684210526,9.3504,9.373684210526315,87.954,17.03,1.7356894906750415,-0.3089921248868444,2022-10-04
4913,水生根茎类,5.09344827586207,6.6016,7.910344827586207,8.868,92.873,25.548,1.8940455590975813,-0.6832485505547826,2022-10-05
4918,水生根茎类,5.414277456647398,7.0,10.316763005780349,8.766666666666667,120.357,12.0,2.778830715536914,-0.05784371656936462,2022-10-06
4923,水生根茎类,5.55934306569343,7.527647058823529,9.862773722627738,11.294117647058824,95.636,14.666,1.9829940886872286,-0.17583114487007917,2022-10-07
4928,水生根茎类,5.342641509433963,7.1066666666666665,8.415094339622641,9.733333333333334,74.876,7.032,1.3146728891645778,-0.5520690292064779,2022-10-08
4933,水生根茎类,5.542352941176471,9.325555555555557,9.898039215686277,14.044444444444444,62.718,3.761,0.923273604781322,-0.16666598395517937,2022-10-09
4938,水生根茎类,4.789642857142857,7.0,7.057142857142857,9.9,42.834,4.0,0.2831532420015342,-0.9049874991366886,2022-10-10
4943,水生根茎类,4.4843548387096765,7.0,6.541935483870968,9.9,47.596,4.0,0.43645505087084346,-1.0388849175774724,2022-10-11
4948,水生根茎类,4.919591836734694,8.377777777777778,8.16326530612245,12.27777777777778,33.24,5.966,-0.025703867257633205,-0.6175169618709019,2022-10-12
4953,水生根茎类,4.716849315068493,9.395555555555555,7.326027397260273,15.877777777777778,53.877,7.961,0.6386576257360542,-0.8351070050907318,2022-10-13
4958,水生根茎类,5.183076923076923,9.0,9.66153846153846,15.166666666666666,6.854,6.192,-0.8751413995603632,-0.22813024491593958,2022-10-14
4963,水生根茎类,4.448888888888889,7.0,6.546031746031746,8.766666666666667,89.798,12.0,1.795052895873489,-1.0378203386194855,2022-10-15
4969,水生根茎类,4.454054054054055,6.1000000000000005,6.461261261261262,8.1,83.93599999999999,2.397,1.606339077395561,-1.0598513685689572,2022-10-16
4975,水生根茎类,4.854901960784314,8.4375,7.458823529411764,12.5375,34.023,4.592,-0.0004969549634984922,-0.8005945734050497,2022-10-17
4981,水生根茎类,4.957719298245614,7.5675,7.83157894736842,11.025,37.728,3.294,0.1187771319455295,-0.7037190417967859,2022-10-18
4987,水生根茎类,4.75304347826087,7.0,6.504347826086956,6.5,36.515,2.0,0.07972734316802582,-1.048653586668042,2022-10-19
4993,水生根茎类,4.95561403508772,7.0,6.87719298245614,9.9,46.368,6.0,0.3969223710532225,-0.951754732913404,2022-10-20
4999,水生根茎类,6.33203125,7.0,13.878125,9.9,91.068,6.0,1.8359376706034392,0.867719856270812,2022-10-21
5005,水生根茎类,4.642933333333334,6.98,6.266666666666667,9.9,63.747,14.0,0.9563999301333839,-1.110424623554182,2022-10-22
5011,水生根茎类,4.690571428571428,7.0,6.417142857142857,9.9,57.265,4.0,0.7477266153305986,-1.0713173155325386,2022-10-23
5017,水生根茎类,4.329302325581395,8.551428571428572,6.837209302325581,15.542857142857144,31.405,5.831,-0.08477753783201014,-0.9621461050617576,2022-10-24
5023,水生根茎类,5.137727272727273,7.968181818181819,9.581818181818182,13.490909090909092,30.034,6.947,-0.12891377889875177,-0.24884877536734507,2022-10-25
5029,水生根茎类,4.826756756756756,7.875999999999999,7.372972972972973,11.7,28.485,6.99,-0.1787803269748879,-0.8229063035455898,2022-10-26
5035,水生根茎类,5.222448979591836,9.2,9.493877551020407,14.8,35.119,0.872,0.03478628370108837,-0.2717036956397343,2022-10-27
5041,水生根茎类,5.221311475409836,8.008333333333333,9.37704918032787,11.154166666666669,47.812,15.308,0.4434086818485358,-0.3020662604008532,2022-10-28
5047,水生根茎类,4.877196261682244,7.48888888888889,7.742056074766355,10.61111111111111,83.593,14.869,1.5952969689448742,-0.7269851714266773,2022-10-29
5053,水生根茎类,4.506547619047619,7.662999999999999,6.404761904761905,11.03,59.957,7.631,0.8343894606636899,-1.0745350054330536,2022-10-30
5059,水生根茎类,4.826052631578947,7.0,8.536842105263156,6.5,31.213,1.0,-0.09095854314551444,-0.5204279612289906,2022-10-31
5065,水生根茎类,5.203333333333333,8.535714285714286,7.88,12.428571428571429,26.046,3.439,-0.2572984100979971,-0.69113487805631,2022-11-01
5071,水生根茎类,5.654285714285714,7.0,8.4,6.5,10.926,3.0,-0.7440525785364597,-0.5559919022346818,2022-11-03
5077,水生根茎类,5.016138613861386,9.13,8.277227722772277,14.8,73.55,0.6659999999999999,1.2719853212181886,-0.5878992308749748,2022-11-05
5083,水生根茎类,4.530540540540541,8.486666666666666,6.767567567567568,12.033333333333331,58.806,1.5,0.7973356215186719,-0.9802453190551776,2022-11-06
5089,水生根茎类,5.071612903225806,0.0,9.251612903225809,0.0,22.799,0.0,-0.36182822391543673,-0.3346659368692357,2022-11-07
5095,水生根茎类,5.704864864864865,9.21,10.972972972972974,14.8,30.844,0.21,-0.10283766273240548,0.11269891368106681,2022-11-08
5101,水生根茎类,5.216,7.0,10.72,6.5,20.313,1.0,-0.44185936563091416,0.04695368220027472,2022-11-09
5107,水生根茎类,5.097272727272728,8.4,7.490909090909091,14.033333333333331,15.668,1.378,-0.5913946243873069,-0.792255845978787,2022-11-10
5113,水生根茎类,5.568727272727272,8.205714285714285,11.06181818181818,12.957142857142856,36.481,3.882,0.07863279014375947,0.13578892504805778,2022-11-11
5119,水生根茎类,4.915106382978723,7.0,8.187234042553191,6.5,71.358,2.0,1.201418843889015,-0.6112877188556427,2022-11-12
5125,水生根茎类,4.832794117647059,8.89875,8.811764705882354,16.3875,52.173,2.443,0.5838012035787037,-0.4489782335976458,2022-11-13
5131,水生根茎类,4.713235294117647,8.673333333333334,6.682352941176471,14.033333333333331,26.464,1.429,-0.24384184644672213,-1.0023917771206028,2022-11-14
5137,水生根茎类,5.255238095238095,0.0,8.80952380952381,0.0,31.82,0.0,-0.07141755238875871,-0.4495606209099562,2022-11-15
5143,水生根茎类,4.821538461538461,0.0,7.3076923076923075,0.0,17.224,0.0,-0.5413027271591159,-0.8398721177179836,2022-11-16
5149,水生根茎类,6.14,0.0,10.525,0.0,40.679,0.0,0.2137778959046501,-0.003724933732835919,2022-11-17
5155,水生根茎类,5.261428571428572,9.52,8.548571428571428,16.0,58.711,1.19,0.7942773115979277,-0.5173796234285025,2022-11-18
5167,水生根茎类,5.3232,0.0,8.349333333333334,0.0,65.057,0.0,0.9985724143036476,-0.5691596793660199,2022-11-20
5179,水生根茎类,4.6671875,0.0,7.325,0.0,30.541,0.0,-0.11259206174277947,-0.8353740157120861,2022-11-22
5185,水生根茎类,5.7197826086956525,0.0,10.356521739130436,0.0,50.24,0.0,0.5215726448755589,-0.047510805915846534,2022-11-23
5191,水生根茎类,4.775862068965517,0.0,9.26896551724138,0.0,29.738,0.0,-0.13844282875707087,-0.3301561601454887,2022-11-24
5197,水生根茎类,5.485636363636363,0.0,10.981818181818182,0.0,62.003,0.0,0.90025579853572,0.11499769799857698,2022-11-25
5203,水生根茎类,5.298947368421053,0.0,9.873684210526315,0.0,37.043,0.0,0.09672510778016256,-0.1729956144810799,2022-11-26
5209,水生根茎类,4.55,0.0,5.6,0.0,3.165,0.0,-0.9939004026932658,-1.2836848489665258,2022-11-27
5215,水生根茎类,5.34,0.0,8.2,0.0,1.809,0.0,-1.03755375271989,-0.6079699698583851,2022-11-28
5221,水生根茎类,4.892857142857143,0.0,7.085714285714286,0.0,9.194,0.0,-0.7998103973020295,-0.8975620609047309,2022-11-29
5227,水生根茎类,5.0625,0.0,7.55,0.0,18.158,0.0,-0.5112347117277981,-0.7768986896354202,2022-12-04
5233,水生根茎类,6.444545454545454,0.0,9.854545454545455,0.0,41.811,0.0,0.2502200730655191,-0.17796959224411335,2022-12-05
5238,水生根茎类,4.973770491803278,7.0,7.39016393442623,6.5,58.863,9.0,0.7991706074711186,-0.8184385387609205,2022-12-06
5244,水生根茎类,4.937627118644068,7.0,7.362711864406779,6.5,58.331,6.0,0.7820440719149506,-0.8255730665203288,2022-12-07
5250,水生根茎类,4.44,7.0,6.041025641025641,6.5,39.48,8.0,0.17517880543125597,-1.169066546001437,2022-12-08
5256,水生根茎类,5.266071428571428,7.0,7.635714285714286,6.5,27.039,3.0,-0.22533102324221702,-0.7546223749395473,2022-12-09
5262,水生根茎类,4.838,7.0,6.9825,6.5,69.28,4.0,1.134522338464734,-0.9243864565176778,2022-12-10
5268,水生根茎类,4.998571428571428,7.0,7.682857142857144,6.5,62.385,1.0,0.9125534236907128,-0.742370401856817,2022-12-11
5274,水生根茎类,3.665555555555556,0.0,6.705555555555556,0.0,30.168,0.0,-0.1245999522737019,-0.9963616418243889,2022-12-12
5280,水生根茎类,3.8298484848484846,0.0,7.193939393939394,0.0,50.434,0.0,0.5278180356610788,-0.8694354009351946,2022-12-13
5286,水生根茎类,4.666666666666667,0.0,6.474074074074075,0.0,29.923,0.0,-0.13248717259562146,-1.056521442314786,2022-12-14
5292,水生根茎类,4.61703125,0.0,6.15625,0.0,60.996,0.0,0.8678377133758304,-1.1391208483881015,2022-12-15
5298,水生根茎类,4.0404838709677415,0.0,5.541935483870968,0.0,59.198,0.0,0.8099551740337433,-1.298775255695988,2022-12-16
5304,水生根茎类,4.7836283185840704,0.0,7.207079646017699,0.0,97.791,0.0,2.052369434784113,-0.8660203763796014,2022-12-17
5310,水生根茎类,4.662682926829268,0.0,6.980487804878049,0.0,65.117,0.0,1.0005039784641179,-0.9249094065882821,2022-12-18
5316,水生根茎类,5.224634146341463,0.0,7.843902439024391,0.0,67.122,0.0,1.0650504141598265,-0.7005162853835147,2022-12-19
5322,水生根茎类,4.290655737704919,0.0,6.563934426229507,0.0,53.792,0.0,0.6359212431753882,-1.0331676050096616,2022-12-20
5328,水生根茎类,4.185972222222222,12.13,6.566666666666666,7.5,61.52,0.207,0.8847067070439358,-1.0324575221186274,2022-12-21
5334,水生根茎类,4.206666666666666,0.0,6.498039215686274,0.0,45.018,0.0,0.3534621774426454,-1.0502931335581336,2022-12-22
5340,水生根茎类,4.901147540983607,0.0,7.137704918032787,0.0,54.487,0.0,0.6582951947008334,-0.8840501978924803,2022-12-23
5346,水生根茎类,4.649722222222223,0.0,7.222222222222222,0.0,61.874,0.0,0.8961029355907093,-0.8620849671298225,2022-12-24
5352,水生根茎类,4.4034814814814816,3.54,6.783703703703703,4.5,104.56,0.569,2.270282064821147,-0.976051693178831,2022-12-25
5358,水生根茎类,4.441621621621621,0.0,6.945945945945946,0.0,56.004,0.0,0.7071315752247187,-0.9338865019853885,2022-12-26
5364,水生根茎类,5.241789473684211,7.0,8.031578947368422,6.5,70.514,2.0,1.1742481746984021,-0.6517409741730822,2022-12-27
